"Name","Score"
"NTRK3-AS1",1
"GMIP",1
"RP11-27M24.1",1
"RP11-446H18.6",1
"IRF8",1
"TMEM52",1
"NFATC1",1
"RP11-160C18.2",1
"RP11-544M22.1",1
"RP11-350N15.4",1
"FAM222A-AS1",1
"RP11-394I13.2",1
"TMEM196",1
"RP11-96C21.2",1
"SH3RF3-AS1",1
"BAMBI",1
"RP3-476K8.4",1
"RP11-218E20.5",1
"RP11-11N7.4",1
"RP11-634H22.1",1
"CTB-32O4.2",1
"DBIL5P",1
"ASGR1",1
"FDPSP1",1
"AP001258.4",1
"SOX7",1
"RP11-84A19.3",1
"MAGOHB",1
"USP21",1
"GNMT",1
"CD53",1
"RP11-24I21.1",1
"GLIPR1L2",1
"AANAT",1
"CTA-747E2.10",1
"RP11-435D7.3",1
"RP11-404J23.1",1
"GABRR1",1
"KLRG2",1
"APCDD1",1
"TMIE",1
"ASB17",1
"RP11-15M15.1",1
"RP11-1060G2.1",1
"RP11-532N4.2",1
"CABLES2",1
"CHRNA10",1
"AC138430.4",1
"FAM86B3P",1
"NR1I3",1
"TDRD10",1
"RP11-325I22.3",1
"FAM3D",1
"MIR181A1HG",1
"RP11-753H16.3",1
"RP5-1050D4.4",1
"CTC-523E23.3",1
"RP11-134K13.4",1
"RP11-228M15.1",1
"RP11-46H11.3",1
"TMEM144",1
"BCRP7",1
"NALT1",1
"RP11-729M20.1",1
"RP11-626G11.4",1
"RP11-256I23.2",1
"RP11-324E6.10",1
"SPAG8",1
"LINC00392",1
"RP1-102D24.5",1
"RP11-420B22.1",1
"RP3-337H4.9",1
"KIZ-AS1",1
"ECM2",1
"CTB-102L5.4",1
"ZNF350-AS1",1
"ATOH8",1
"RUNX3",1
"RP11-538P18.2",1
"RP11-893F2.13",1
"CTD-2007L18.5",1
"GLTSCR1-AS1",1
"RP11-281O15.8",1
"FAM57A",1
"ZNF879",1
"GLYATL3",1
"RP4-800G7.3",1
"RP11-67L2.2",1
"FTH1P20",1
"RP11-597D13.8",1
"RP11-454K7.1",1
"RP11-616M22.7",1
"RP4-555D20.3",1
"RP3-483K16.4",1
"CHST9",1
"U47924.31",1
"AC011043.1",1
"HSPB9",1
"LINC01123",1
"FAM201A",1
"RP11-45F15.2",1
"ADGRF5",1
"RP5-1050D4.5",1
"RP1-45I4.3",1
"FTH1P7",1
"RP11-18H21.2",1
"RP11-797D24.3",1
"NYNRIN",1
"AC009236.2",1
"FTH1P4",1
"RP11-131L12.4",1
"CR1L",1
"FAM71E1",1
"BCL2L12",1
"RP3-403A15.1",1
"AC108868.5",1
"RBMS3-AS1",1
"CTD-2196P11.2",1
"RP11-81F13.2",1
"RP11-665J16.1",1
"ZFP3",1
"CAMK1G",1
"ADH5P4",1
"PPP1R3E",1
"RP11-46H11.12",1
"AC159540.3",1
"RP11-20O24.4",1
"RP4-798A10.7",1
"RP11-191L17.1",1
"RP11-252E2.1",1
"STAR",1
"LMO3",1
"RP11-127I20.7",1
"AC078899.3",1
"C8orf37",1
"DNAH11",1
"ACTRT3",1
"H3F3C",1
"RP11-274B21.10",1
"RP11-245D16.4",1
"CPEB1-AS1",1
"FRMD6-AS1",1
"AC128709.3",1
"ZNF503-AS2",1
"RP5-1024N4.4",1
"CYP2W1",1
"GNG5",1
"RP11-1101K5.1",1
"MBNL3",1
"DHFRP1",1
"RP11-567J20.1",1
"AP000721.4",1
"LINC01574",1
"RP11-646I6.6",1
"CHI3L1",1
"LINC01201",1
"RP11-386G11.5",1
"HMGB3P27",1
"MAFF",1
"KRT34",1
"RP11-731C17.2",1
"RP11-157L3.12",1
"CSF3R",1
"UPK2",1
"ACOT1",1
"ZNF322",1
"RELT",1
"SSC5D",1
"CH25H",1
"RP11-875H7.5",1
"CTD-2363C16.1",1
"SPATA21",1
"P2RX1",1
"PROSER1",1
"RP11-829H16.3",1
"RP11-867O8.5",1
"RP11-801F7.1",1
"AC005082.12",1
"AC002116.8",1
"CTC-499J9.1",1
"WDR7-OT1",1
"CTD-2527I21.7",1
"RP11-434H6.6",1
"GREB1",1
"RP11-678G14.3",1
"RP11-141A19.2",1
"LINC00402",1
"RP11-119D9.1",1
"CTB-7E3.1",1
"RP11-643G16.4",1
"RP11-255E6.6",1
"WNT7A",1
"SPATA5L1",1
"AMIGO2",1
"RNFT1",1
"HAND1",1
"RP13-672B3.2",1
"RP11-46I1.1",1
"CTB-187M2.2",1
"BMP5",1
"GUCA1B",1
"LRRC10B",1
"PPP1R1B",1
"ATP2A1",1
"PLA2G12AP1",1
"AC104777.1",1
"AC006042.7",1
"RP11-425A23.1",1
"LYPD1",1
"RP11-1060J15.5",1
"AP002856.7",1
"NRL",1
"RFX5",1
"C16orf59",1
"ZNF181",1
"CIART",1
"CTB-113P19.3",1
"RP11-357K6.3",1
"UNC5B",1
"RP11-540O11.1",1
"PDE6A",1
"RBM24",1
"PSRC1",1
"ZNF843",1
"RESP18",1
"RP11-115A14.1",1
"AC008592.7",1
"RP11-1260E13.4",1
"RP11-400N9.1",1
"TMEM150B",1
"CAPN10-AS1",1
"AC005358.3",1
"CTA-126B4.7",1
"RP11-11C20.3",1
"SERHL",1
"CDK20",1
"MST1P2",1
"GNB3",1
"MOCOS",1
"METTL5",1
"S100A9",1
"SUN3",1
"GALR3",1
"NAP1L4P3",1
"RP11-338N10.1",1
"RP11-572M11.4",1
"CTC-512J12.4",1
"SPANXA2-OT1",1
"RP11-457M11.5",1
"ZNF491",1
"REP15",1
"AJ239322.3",1
"ZNF85",1
"RP11-340I6.8",1
"BTBD17",1
"FBXO47",1
"CRYBB1",1
"SGO2",1
"CTD-2290C23.1",1
"CH17-296N19.1",1
"EIF2S3L",1
"RAPGEF3",1
"SLC28A2",1
"SATB2",1
"AC022201.4",1
"RP11-138H11.1",1
"TPH2",1
"KCNK18",1
"AC007041.2",1
"RP5-1065J22.8",1
"ZMYND10",1
"CRYBG3",1
"GPX8",1
"KB-1930G5.4",1
"RP11-290L1.4",1
"RP11-84C10.1",1
"RP11-517B11.7",1
"RP11-159F24.2",1
"GMPSP1",1
"CTD-3023L14.1",1
"LINC00462",1
"FTCD",1
"CTD-2550O8.5",1
"RPL12P8",1
"ARMCX7P",1
"AC074011.2",1
"SH2D4A",1
"GUCA1C",1
"TM4SF1-AS1",1
"POLM",1
"REN",1
"FCF1P2",1
"CH17-53B9.2",1
"ZKSCAN8",1
"CEP152",1
"VSIG4",1
"RP11-475O6.1",1
"ATP6V1C2",1
"SCGB1A1",1
"AC011239.1",1
"AC062020.1",1
"RP11-10J21.3",1
"LINC00677",1
"CTD-2227I18.1",1
"RP11-74J13.8",1
"GTF2IP14",1
"KNCN",1
"RP11-608O21.1",1
"SPAG4",1
"AC007349.4",1
"AC034243.1",1
"CTC-296K1.4",1
"RP5-832C2.5",1
"AP006222.2",1
"CTD-3187F8.14",1
"RBM12B",1
"RP11-159H3.1",1
"RP4-561L24.3",1
"PARS2",1
"IGHGP",1
"CBX8",1
"GPR157",1
"RGMB-AS1",1
"LINC00587",1
"FANCG",1
"AC073834.3",1
"SETD8P1",1
"GPNMB",1
"RPL19P21",1
"RP13-516M14.2",1
"TLE6",1
"RP11-747H7.1",1
"POLR3E",1
"RP3-462D8.2",1
"LINC00492",1
"AC116050.1",1
"RP11-54D18.2",1
"RP11-356J5.4",1
"AP000265.1",1
"MIR296",1
"SLITRK2",1
"LINC01033",1
"RP11-190A12.8",1
"VANGL2",1
"PPP1R2P10",1
"CTB-46B19.2",1
"EXOSC8",1
"VSTM1",1
"RP11-61K9.3",1
"GIN1",1
"SAMD9L",1
"LTC4S",1
"RP1-267L14.3",1
"RP11-169K17.3",1
"RARA-AS1",1
"HLA-F-AS1",1
"RP13-210D15.1",1
"RP11-346D19.1",1
"RP11-116O11.1",1
"ARL4A",1
"MUC15",1
"ABCA9-AS1",1
"PHKA1-AS1",1
"LINC01412",1
"AC027612.4",1
"RP1-102E24.10",1
"HIST2H2BF",1
"SKA3",1
"ZNF182",1
"PPP1R32",1
"AGAP12P",1
"RP11-566F5.1",1
"GNG10",1
"RP11-377D9.3",1
"C17orf53",1
"RP11-166B2.7",1
"CSNK1A1L",1
"RP11-290K4.2",1
"AC009950.2",1
"TNC",1
"C10orf82",1
"RP11-65N13.8",1
"RP11-79E3.3",1
"CYP2D7",1
"CITF22-92A6.1",1
"RP11-830F9.6",1
"RP11-307I14.2",1
"ZFP91-CNTF",1
"RP11-223P11.3",1
"ZSCAN29",1
"LRRC27",1
"RP11-23N2.4",1
"DYRK3",1
"HAS2",1
"RP11-1212A22.4",1
"RP11-46A10.5",1
"CTD-2175A23.1",1
"RP11-430H10.4",1
"RP11-1012A1.7",1
"RP11-70D24.3",1
"RP4-657D16.3",1
"RP1-207H1.3",1
"TMC8",1
"TACSTD2",1
"GIMAP7",1
"RP11-153F10.2",1
"RP11-106M7.1",1
"PLEKHG2",1
"CFAP53",1
"GDI2P2",1
"LBP",1
"SEPT7P9",1
"CTA-833B7.2",1
"LINC00847",1
"AF241725.4",1
"CALCRL",1
"C8orf4",1
"EIF4A1P2",1
"RP5-1103B4.3",1
"RP11-879F14.3",1
"ZNF486",1
"RDH11",1
"LCE2A",1
"RP6-1O2.1",1
"AC116035.1",1
"TTC39A-AS1",1
"LAG3",1
"SH3BP1",1
"AC016722.4",1
"SPIB",1
"SNX6P1",1
"HS3ST3A1",1
"PPT2-EGFL8",1
"MIF4GD",1
"ASH1L-AS1",1
"DARS2",1
"OSTCP1",1
"RP11-455B3.1",1
"FLVCR2",1
"UBE2U",1
"RP11-253E3.1",1
"PI4K2B",1
"RP11-256I9.2",1
"OR5H15",1
"RPL15P3",1
"TMLHE-AS1",1
"RP11-429K17.1",1
"SMCO1",1
"THAP1",1
"MTCP1",1
"C10orf25",1
"CACNA1H",1
"RP11-100N21.1",1
"LINC00581",1
"MS4A6A",1
"DDC",1
"KCNIP2-AS1",1
"AMMECR1",1
"KDELC2",1
"AC018804.6",1
"PSMB3P2",1
"COMP",1
"RP11-256L6.3",1
"LRCOL1",1
"LINC01307",1
"PDZK1",1
"NUPR2",1
"ZNF630",1
"AC087499.10",1
"RP11-393I23.4",1
"AC010729.1",1
"KITLG",1
"DNAJC28",1
"HILS1",1
"BPI",1
"RP11-100G15.7",1
"RP11-6N17.4",1
"PKP1",1
"RP4-753D10.3",1
"OR9Q1",1
"RP11-293A21.1",1
"RP11-325L12.7",1
"FBXO15",1
"PPP1R15B",1
"NUP62CL",1
"GEN1",1
"GS1-256O22.5",1
"RP11-166A12.1",1
"IL4I1",1
"PLA2G1B",1
"FSCN3",1
"SH2D2A",1
"C17orf98",1
"C12orf54",1
"NOSTRIN",1
"STEAP4",1
"TCIRG1",1
"AC022816.2",1
"RP11-281A20.1",1
"RP11-648L3.2",1
"RP11-557C18.3",1
"FAM35BP",1
"APOBEC3H",1
"RP11-511B23.1",1
"PWRN4",1
"RP11-594N15.3",1
"RP11-326I11.3",1
"C6orf99",1
"AC099344.3",1
"CTD-2545M3.8",1
"NXPH3",1
"ZNF883",1
"LINC01560",1
"ZBTB39",1
"RP1-267L14.6",1
"ZNF473",1
"PPIEL",1
"ZNF239",1
"AC084219.2",1
"EBI3",1
"RP11-941H19.1",1
"RP11-701P16.2",1
"RP11-314D7.2",1
"ITFG1-AS1",1
"RP11-285J16.1",1
"KCNK15",1
"SUSD3",1
"SEC63P1",1
"RP11-40F6.1",1
"RP11-420L9.4",1
"RP11-98D18.15",1
"RP11-47P18.2",1
"ST7-AS1",1
"LINC00298",1
"AKNAD1",1
"CTC-756D1.2",1
"ICK",1
"HHEX",1
"HLA-DMA",1
"ESPN",1
"CLC",1
"SPATA42",1
"RP3-325F22.5",1
"LRRN2",1
"GPR85",1
"RP11-114F10.2",1
"RNF139-AS1",1
"ZNF788",1
"RP11-802D6.1",1
"STC2",1
"RP11-98J23.2",1
"RP11-12A16.3",1
"RP11-61J19.5",1
"TTC30B",1
"GIPR",1
"CBWD5",1
"TMSB15A",1
"RP11-557L19.1",1
"HYKK",1
"RP11-453M23.1",1
"VLDLR",1
"RP11-537H15.3",1
"RP11-767C1.1",1
"CTD-2184D3.5",1
"RP11-66B24.9",1
"B4GALT4",1
"CTC-550B14.6",1
"AC007383.6",1
"DLGAP1-AS4",1
"ACTR5",1
"RP11-20L24.1",1
"MYOZ2",1
"GDPD4",1
"LINC01207",1
"CTB-11I22.1",1
"MINOS1-NBL1",1
"RP11-123C21.2",1
"WHAMMP2",1
"S100A14",1
"RP11-419C23.1",1
"CTB-50E14.5",1
"TTLL6",1
"NHLH1",1
"GPC2",1
"C17orf78",1
"POU6F2",1
"AL590762.6",1
"RPS5P2",1
"RP3-402G11.28",1
"C7orf31",1
"RP11-181C3.1",1
"INHBC",1
"TMEM156",1
"MTBP",1
"TACR1",1
"RP11-617I14.1",1
"RP11-401O9.3",1
"ZCCHC9",1
"RP11-752L20.5",1
"HPR",1
"PGM5P4-AS1",1
"IL32",1
"GPR34",1
"RP11-244K5.6",1
"RP11-343C2.11",1
"RP11-1084I9.1",1
"PIWIL4",1
"BORCS8-MEF2B",1
"KRT81",1
"BOK-AS1",1
"RP5-837I24.2",1
"PAMR1",1
"RP11-107E5.4",1
"ARSI",1
"MROH7-TTC4",1
"CTB-178M22.2",1
"ZNF395",1
"RP11-757F18.5",1
"NPSR1-AS1",1
"MFSD2B",1
"AL133247.2",1
"AC000370.2",1
"ZEB2P1",1
"RP11-389G6.4",1
"RP11-154D6.1",1
"CENPJ",1
"RP4-813D12.3",1
"AMER1",1
"TMEM177",1
"ASCL4",1
"IZUMO3",1
"ARHGEF3-AS1",1
"SETMAR",1
"CLEC4A",1
"EFNA3",1
"DPRX",1
"SEPT14P1",1
"RP11-810P8.1",1
"CTC-286N12.1",1
"ICAM2",1
"RP11-66N24.3",1
"CAV3",1
"RP11-642D21.2",1
"C8orf87",1
"B3GALT1",1
"CTD-2544N14.3",1
"CTD-2270P14.5",1
"CDCA5",1
"PROS2P",1
"AC005532.5",1
"RP11-386I8.6",1
"LRRC37A",1
"RP11-66N11.8",1
"DRICH1",1
"RP5-1024N4.2",1
"CTD-2161E19.1",1
"RP11-273B20.3",1
"AGA",1
"CTD-2008E3.1",1
"RP11-98I9.4",1
"CLIC5",1
"RP11-70C1.3",1
"PRR5-ARHGAP8",1
"AF196972.9",1
"RP3-454B23.1",1
"MAP4K1",1
"DDX10P2",1
"SHISA7",1
"BSPH1",1
"RP1-154K9.2",1
"RP11-596C23.2",1
"NUP210L",1
"ZNF502",1
"EEF1GP5",1
"RP11-363E7.4",1
"RP11-481J2.3",1
"CEP170P1",1
"RP11-153M7.3",1
"COL22A1",1
"KB-1517D11.4",1
"FAM83F",1
"ART3",1
"ZSCAN23",1
"LINC01268",1
"RP11-620J15.4",1
"ITIH3",1
"TMEM185B",1
"RP11-468E2.10",1
"CTD-2574D22.7",1
"DGAT2",1
"RP11-160H22.3",1
"RP11-78L16.1",1
"SEC14L6",1
"AC138647.1",1
"RP11-331K15.1",1
"RP11-563J2.2",1
"RP11-354I10.1",1
"AC004901.1",1
"CTD-2278I10.1",1
"RP11-419I17.2",1
"RP11-467J12.4",1
"DNMT3B",1
"ARHGEF15",1
"MANEA",1
"OAZ3",1
"ROBO4",1
"GEM",1
"F2R",1
"AC114812.8",1
"CTC-353G13.1",1
"CH17-140K24.3",1
"HHIP",1
"ATAD3C",1
"HTR1D",1
"CAPN14",1
"RP1-172I22.1",1
"BCAR4",1
"RP11-166N6.3",1
"AC004076.5",1
"MYD88",1
"RP11-368J21.3",1
"RILP",1
"GAL3ST2",1
"PDGFC",1
"FOLH1",1
"CTD-2600O9.2",1
"CH17-353B19.1",1
"GOLGA6L9",1
"RP11-434D12.1",1
"TAL2",1
"AC097499.1",1
"AC010105.1",1
"CCL25",1
"RP11-640L9.2",1
"TRIM71",1
"ZBTB5",1
"NLRP5",1
"SKIDA1",1
"CLDN12",1
"TTPA",1
"FAM159A",1
"ITGA5",1
"CH507-9B2.1",1
"LINC01031",1
"CTC-203F4.2",1
"RP11-89C3.4",1
"TGM3",1
"C21orf2",1
"FAAHP1",1
"AC012360.4",1
"RP11-849F2.9",1
"CTD-3148I10.9",1
"CFAP44",1
"AACSP1",1
"LINC00909",1
"KBTBD8",1
"NDUFA13",1
"RP3-436N22.3",1
"RASGRP1",1
"SETD9",1
"TRIM52",1
"RP11-253A20.1",1
"RP11-728K20.3",1
"RP1-278C19.8",1
"PALB2",1
"OCA2",1
"AC007131.1",1
"NLRP3",1
"NPNT",1
"RPL7P42",1
"PCDH12",1
"FSCN2",1
"EIF2B2",1
"NPDC1",1
"C4orf26",1
"RP11-76G10.1",1
"RP11-161H23.5",1
"INO80B-WBP1",1
"AP000936.5",1
"RP3-412A9.15",1
"AC102948.2",1
"AC226119.5",1
"RP11-412B14.1",1
"RP11-326A13.1",1
"LA16c-385E7.1",1
"SPDL1",1
"CTD-2572N17.1",1
"TMPRSS11CP",1
"PSMD12P",1
"AP001442.2",1
"RP11-262H14.4",1
"RPS26",1
"RP1-140A9.1",1
"AGBL2",1
"DSCR4",1
"RP11-155D18.13",1
"ZBTB32",1
"LHFPL5",1
"OVOL1-AS1",1
"CLSPN",1
"HNF4G",1
"LINC00637",1
"CBLN2",1
"NAGPA",1
"RP11-344E13.4",1
"RP13-270P17.3",1
"FLJ37035",1
"ALOX12B",1
"NME9",1
"LINC01355",1
"ITGB2",1
"CCNA2",1
"OR2X1P",1
"RP1-149A16.12",1
"CTD-2342J14.6",1
"ATP6V0A4",1
"MTND4P35",1
"GRAP2",1
"CCK",1
"IDH1-AS1",1
"MAP7D3",1
"SLC28A1",1
"FZD1",1
"MAD2L1",1
"AC005077.7",1
"SLC16A12-AS1",1
"AC006277.2",1
"RP11-262K1.1",1
"RP11-34C15.2",1
"CTB-99A3.1",1
"RP11-483I24.1",1
"DPPA2",1
"RP5-1101C3.1",1
"HAUS8",1
"C1orf162",1
"RP5-1112D6.7",1
"CTD-2022H16.1",1
"RP11-857B24.1",1
"CTBS",1
"AQP8",1
"C6",1
"CTB-111H14.1",1
"RP4-669K10.8",1
"RP13-16H11.9",1
"RP11-834C11.7",1
"RP5-943J3.2",1
"RP4-564M11.2",1
"CARD8",1
"AC012494.1",1
"FAM160A1",1
"CTC-551A13.1",1
"RP11-479O16.1",1
"ILDR2",1
"CTB-179K24.3",1
"SELP",1
"RP11-719N22.2",1
"RP5-1048B16.1",1
"ROBO3",1
"C3AR1",1
"TMEM52B",1
"DDX11L2",1
"RP11-297C4.2",1
"RP11-531F16.4",1
"ZFP62",1
"FAM110D",1
"DNAJC9-AS1",1
"FOXP1-AS1",1
"ABCG2",1
"RGS18",1
"KRTAP5-11",1
"DIO3",1
"RP11-435O5.5",1
"RP11-310N16.1",1
"KRTAP5-7",1
"ACSM6",1
"EIF4E1B",1
"ADA",1
"LINC01504",1
"RP11-1038A11.1",1
"RP11-175P13.3",1
"TMEM147-AS1",1
"NUCKS1P1",1
"RP11-465C12.1",1
"ZNF488",1
"AC114271.2",1
"RP1-34B20.21",1
"MAP3K8",1
"HLX",1
"NCKAP1L",1
"EFCAB9",1
"RP11-99L13.1",1
"TRMT44",1
"AC096579.15",1
"CTD-2547L24.4",1
"RP11-15E18.1",1
"RP11-488L18.8",1
"RP11-120C12.3",1
"SP140L",1
"TNNT1",1
"PCOLCE2",1
"LINC00899",1
"DUSP10",1
"PLAGL2",1
"AC004112.4",1
"RP11-680B3.2",1
"RP11-249M12.2",1
"AF131215.8",1
"RP11-9J18.1",1
"NCR3LG1",1
"TMEM86A",1
"RP11-35J1.1",1
"AC009299.2",1
"RP11-250B2.5",1
"PGLYRP1",1
"MGC45922",1
"KCTD4",1
"LINC01456",1
"RP11-297J22.1",1
"TONSL",1
"RP11-448A19.1",1
"LIFR-AS1",1
"BX470102.3",1
"RP11-274H2.3",1
"RP11-855A2.3",1
"RP11-458J1.1",1
"RP11-265N6.2",1
"RP11-422P24.12",1
"PAX9",1
"OLFM4",1
"LA16c-313D11.12",1
"PHYHD1",1
"RP4-640H8.2",1
"AP003419.11",1
"GS1-120K12.4",1
"SLC39A4",1
"RP11-258F22.1",1
"RP11-146N23.1",1
"RP11-123O22.1",1
"RP11-563N4.1",1
"GRAMD2",1
"RP11-431N15.2",1
"NCF1C",1
"TMEM244",1
"CTC-420A11.2",1
"C1QTNF6",1
"NAMPT",1
"IGSF5",1
"AC006004.1",1
"PTPN6",1
"RP3-437I16.1",1
"BST1",1
"ERFE",1
"NUDT12",1
"RP11-250B2.6",1
"GEMIN4",1
"HHIP-AS1",1
"EMILIN2",1
"RP11-798K3.3",1
"SRRD",1
"RNASE2",1
"CD300LF",1
"FMO1",1
"SNX22",1
"PTGFRN",1
"LINC01179",1
"NUSAP1",1
"AC078941.1",1
"CHRNB1",1
"FIGLA",1
"ZBTB49",1
"ST7-AS2",1
"LINC01311",1
"CTD-3185P2.1",1
"SCN3A",1
"HIST1H2BC",1
"RP4-613A2.1",1
"RP11-304M2.6",1
"RP11-804F13.1",1
"CTC-232P5.1",1
"RP11-899L11.1",1
"RP5-864K19.7",1
"REST",1
"SPATA17",1
"MAP3K7CL",1
"RAI1-AS1",1
"RP11-685G9.4",1
"FOXP4-AS1",1
"RP11-504P24.3",1
"FOXC2",1
"MAB21L1",1
"RP11-680F8.3",1
"RP5-884G6.2",1
"CTB-36H16.2",1
"BTBD7P1",1
"RP11-977B10.2",1
"AC013269.4",1
"CTC-241N9.1",1
"CTC-398G3.6",1
"FAM74A7",1
"RP11-21M24.2",1
"YWHAZP2",1
"RP11-66N24.4",1
"GEMIN8P4",1
"LINC00992",1
"RP11-519G16.5",1
"C9orf152",1
"RP11-213G6.2",1
"RP11-6L6.2",1
"ESAM",1
"POLE",1
"AF121898.3",1
"RP11-459E5.1",1
"RP11-15A1.3",1
"SKA1",1
"RP11-733D4.1",1
"RP11-6L6.7",1
"NCF2",1
"SOX15",1
"AC002064.5",1
"DAW1",1
"RP3-359N14.2",1
"CTD-2378E21.1",1
"IGFLR1",1
"LRIG3",1
"AKAP3",1
"C10orf95",1
"RP11-412D9.4",1
"RPL7P60",1
"RP11-945C19.4",1
"SQRDL",1
"VRTN",1
"AQP4-AS1",1
"LINC00371",1
"SPA17",1
"A2M-AS1",1
"CTD-2194F4.2",1
"FYCO1",1
"C20orf78",1
"MIF-AS1",1
"MDC1-AS1",1
"RP11-404P21.3",1
"CTD-2265O21.3",1
"DYNLRB2",1
"FREM2",1
"RPL7AP2",1
"RP11-148B6.2",1
"RP11-800A3.3",1
"RP11-25I15.3",1
"RP11-104O19.4",1
"TBX5",1
"GLRA2",1
"RPS2P28",1
"LINC01611",1
"LINC00636",1
"AC023590.1",1
"LINC00701",1
"RP13-650J16.1",1
"SMN2",1
"C7",1
"DNM1P35",1
"SERPINA11",1
"MIR3911",1
"AC064875.2",1
"MYBPC2",1
"HARS2",1
"RP11-664I21.5",1
"RP11-169E6.4",1
"FRAT2",1
"RP11-343J3.2",1
"RP11-46J23.1",1
"RP11-34P13.7",1
"C16orf71",1
"TMEM17",1
"COBLL1",1
"UNC93B4",1
"RP11-666A8.8",1
"CTA-246H3.12",1
"STBD1",1
"AC004840.8",1
"GULOP",1
"GS1-44D20.1",1
"RP11-1260E13.2",1
"RP11-180P8.1",1
"RIBC1",1
"PRAP1",1
"TNIP3",1
"TMEM92-AS1",1
"FTLP10",1
"RP11-15E1.5",1
"C5orf34",1
"CCL5",1
"AC092171.2",1
"LINC00945",1
"RP11-19N8.4",1
"RP11-201K10.3",1
"LL22NC03-86D4.1",1
"OCLN",1
"CYP51A1P1",1
"TRPC7",1
"HNRNPDP1",1
"RP11-94H18.1",1
"NHLH2",1
"RP11-545J16.1",1
"AC005009.2",1
"RP11-893F2.18",1
"RP11-466P24.6",1
"RP4-536B24.3",1
"MANEA-AS1",1
"RP11-326A19.3",1
"MIR193BHG",1
"RP11-649A16.1",1
"LAMP3",1
"RP11-283C24.1",1
"AKNA",1
"MYCT1",1
"ARHGEF19",1
"C20orf166-AS1",1
"RP5-945F2.2",1
"ALG1L6P",1
"RP11-826N14.2",1
"RP11-693J15.6",1
"APOBR",1
"MFNG",1
"C2orf74",1
"RP11-1026M7.2",1
"RP13-977J11.2",1
"CRISP2",1
"PKP3",1
"RP11-160N1.9",1
"HTR5BP",1
"GRIN2B",1
"CYP2D6",1
"RP11-267M23.4",1
"RP11-517P14.2",1
"RP11-474P2.4",1
"RP11-252M24.1",1
"COL6A4P1",1
"RP11-386D6.2",1
"RP11-259K15.2",1
"ACTG2",1
"PSTPIP1",1
"SAPCD2",1
"BIRC5",1
"RP11-262I2.2",1
"CATIP",1
"RP11-329J18.3",1
"SRSF10P1",1
"AC092301.3",1
"CTD-2297D10.2",1
"RP11-803B1.8",1
"AVPR2",1
"TSSK6",1
"XXbac-BPGBPG55C20.2",1
"CDH7",1
"CD70",1
"NEUROG2",1
"C17orf82",1
"RP11-977G19.11",1
"KIF26A",1
"RP11-315E17.1",1
"RP11-386I14.2",1
"TGM6",1
"RP11-508N22.9",1
"RP4-782L23.2",1
"RP5-1086K13.1",1
"SYT3",1
"PNLIP",1
"RP11-524F11.2",1
"RP11-506H20.1",1
"LMNTD1",1
"SMAGP",1
"CDK15",1
"CTB-113P19.1",1
"STARD4-AS1",1
"SLC16A5",1
"LINS1",1
"GS1-309P15.4",1
"VCAN",1
"LINC00900",1
"ZNF853",1
"SERPIND1",1
"AC005264.2",1
"CTB-12O2.1",1
"AGMAT",1
"ZNF433",1
"NFU1P1",1
"RP11-15K3.1",1
"SEPT14",1
"RP11-7D5.2",1
"RP11-712L6.5",1
"RP11-328C8.2",1
"RP11-373D23.3",1
"COX18",1
"SPTLC3",1
"RP11-296A16.1",1
"TBX6",1
"LINC00469",1
"RP11-77I22.2",1
"RP11-369K17.1",1
"RP11-463D19.2",1
"MTRNR2L11",1
"CPT2",1
"PGLYRP2",1
"RP11-555K12.1",1
"RP11-563E2.2",1
"RP11-148I19.1",1
"RP11-736N17.10",1
"CWH43",1
"CKM",1
"RP11-374M1.3",1
"ZNF574",1
"AC005307.5",1
"NTN5",1
"IGFL1",1
"RP4-725G10.4",1
"AC009495.2",1
"XXbac-BPG294E21.9",1
"RP11-44F14.6",1
"TSPAN16",1
"RPS4XP7",1
"RP11-251P6.1",1
"CTD-2568A17.1",1
"AC007679.3",1
"RP11-747H12.5",1
"RP11-574M7.1",1
"IFITM10",1
"LINC00237",1
"RP11-114G11.5",1
"RP13-131K19.2",1
"AC007790.4",1
"RP11-133L14.5",1
"GATB",1
"LINC00534",1
"RP11-451G4.2",1
"GBP1P1",1
"RP11-162P23.2",1
"RP11-460N20.7",1
"DDX11-AS1",1
"TSPEAR-AS1",1
"RP11-611O2.5",1
"NFKB2",1
"MCM2",1
"AC144450.1",1
"RP11-157D23.2",1
"CTD-2247C11.1",1
"SIAH3",1
"NLRP8",1
"HIST1H1E",1
"RP11-111F5.3",1
"LINC01012",1
"TRMT5",1
"AC009506.1",1
"PCDHGA1",1
"DCPS",1
"ADM5",1
"RP11-302F12.3",1
"RP11-17M16.2",1
"RP11-644A7.2",1
"RP11-521B24.3",1
"RP11-108M12.3",1
"SLC11A1",1
"TSKS",1
"AL589986.2",1
"RP11-536C5.7",1
"PRDM14",1
"FKBP1C",1
"ABHD14B",1
"RP11-90P5.1",1
"BMPR1B-AS1",1
"SNORD3B-2",1
"CTD-2589H19.6",1
"RP11-493E12.2",1
"COL4A5",1
"LHFPL3-AS2",1
"CPXM1",1
"AP006621.8",1
"FAAP24",1
"AC007389.1",1
"ZFP69",1
"KLK1",1
"USP50",1
"RP4-641G12.4",1
"RP11-480D4.1",1
"ACTA1",1
"RP13-890H12.2",1
"LINC00934",1
"STARD8",1
"RP11-655H13.2",1
