"MGI.symbol","Score"
"Gm11626",1
"Gm10517",1
"Gm11375",1
"1700029P11Rik",1
"Gm10563",1
"Gm18357",1
"Htr2b",1
"9330160F10Rik",1
"Olfr1167",1
"Cdc34-ps",1
"Capsl",1
"Gm26664",1
"Gm21846",1
"Gm18350",1
"Gm26798",1
"Gm17111",1
"Gm26863",1
"Awat2",1
"4930512B01Rik",1
"Smt3h2-ps2",1
"Olfr411",1
"Gm16586",1
"Gm16151",1
"Gm15870",1
"5930422O12Rik",1
"Hmgb1-rs16",1
"Gm15689",1
"Gm28905",1
"Fgf10",1
"Gm7030",1
"Olfr539",1
"Gm12220",1
"Pex13-ps",1
"Obp2b",1
"Nlrp4f",1
"Hm629797",1
"1700121L03Rik",1
"Dph3b-ps",1
"Gm10489",1
"Kcnrg",1
"Gm3235",1
"Gm15662",1
"Gm17571",1
"Gm6904",1
"Hba-ps4",1
"Gm13708",1
"Gm26851",1
"Gm15687",1
"Vmn1r-ps145",1
"Gm26530",1
"Gm15133",1
"B930036N10Rik",1
"Ces4a",1
"Gm13097",1
"U90926",1
"Gm13846",1
"Prkaca-ps1",1
"Gm9758",1
"AU040972",1
"Gm5244",1
"Gm26743",1
"Trim15",1
"Ldha-ps",1
"Six6",1
"Glp1r",1
"Gm20713",1
"Gm17232",1
"Gm12637",1
"Nmbr",1
"Gm340",1
"Gm26848",1
"Xrra1",1
"Gm5946",1
"Hmgb1-ps8",1
"Gm26637",1
"Ccdc50-ps",1
"Gm13842",1
"Gm12971",1
"Gm13019",1
"Gm26775",1
"Gm15895",1
"Gm21747",1
"5530401A14Rik",1
"Serpina3k",1
"Rsf1os1",1
"Gm20468",1
"Gm14260",1
"Gm7361",1
"Gm6270",1
"Ano7",1
"Tmc1",1
"Chn1os1",1
"Gm13481",1
"Gm16231",1
"A730015C16Rik",1
"Gm28869",1
"Malrd1",1
"4932411E22Rik",1
"Gm12195",1
"Prdx6-ps2",1
"Stk31",1
"Pafah1b1-ps1",1
"4930439D14Rik",1
"Ect2l",1
"Gm3715",1
"4930518C09Rik",1
"Gm16132",1
"Dnah10",1
"Iqub",1
"Gfy",1
"Olfr638",1
"Gm11734",1
"Mdm4-ps",1
"Gm26808",1
"Gm26698",1
"Gm15347",1
"Gm15319",1
"Spata45",1
"Zscan30",1
"Anp32-ps",1
"Fpr-rs3",1
"Nxf2",1
"Olfr570",1
"Gm26804",1
"Gm15965",1
"Gm4275",1
"Gm29561",1
"Gm14267",1
"Gm17300",1
"Mamdc4",1
"Pla2g10os",1
"A530032D15Rik",1
"1700019G24Rik",1
"Gm15327",1
"Gm29087",1
"Gm15950",1
"Gm11739",1
"Gm29345",1
"Pgam1-ps1",1
"Matr3-ps2",1
"Gm13391",1
"Adarb2",1
"mt-Ts1",1
"Elob",1
"Gm13690",1
"Btf3-ps1",1
"Gm6051",1
"Gapdh-ps16",1
"Card19",1
"Ywhaq-ps3",1
"Gm6210",1
"Bex3",1
"Nutf2-ps2",1
"Gm2451",1
"Rpl13-ps6",1
"Rbm3-ps",1
"Gm6361",1
"Gm10358",1
"Cops9",1
"Gm3379",1
"Gm2574",1
"Rps27a-ps3",1
"Gapdh-ps15",1
"Gm5517",1
"Gm49594",1
"Chchd2-ps",1
"Gm10132",1
"Gm9836",1
"Gm4294",1
"Pdcd5-ps",1
"Gm5564",1
"Bc1",1
"Rpl10-ps5",1
"Dnajb6-ps",1
"Rps18-ps5",1
"Snu13",1
"Rpl35a-ps2",1
"Gm10243",1
"Sap18b",1
"Cox7c-ps1",1
"Gm6663",1
"Gm17181",1
"Gm12335",1
"Atp5pb-ps",1
"Gm37750",1
"Cox6c2",1
"Ndufab1-ps",1
"Gm4366",1
"Rpl36a-ps3",1
"Gm49832",1
"Selenof",1
"Rab1a",1
"Tpi-rs11",1
"Tceal9",1
"Gm19774",1
"Eif1-ps2",1
"Gm4708",1
"Gm3150",1
"Gm35595",1
"Ndufb1",1
"Gm7665",1
"Norad",1
"Gm5539",1
"Ftl1-ps2",1
"Gm3375",1
"Gm6560",1
"Gm7466",1
"Slc66a2",1
"Gm12003",1
"Gm10540",1
"Gm5518",1
"H2bc4",1
"Eloc",1
"Gm48067",1
"Rpl17-ps3",1
"Gm18904",1
"Gm15801",1
"Gm8783",1
"Psma5-ps",1
"Gm47551",1
"Gm8069",1
"Gm5905",1
"Glo1-ps",1
"Rpl15-ps6",1
"Selenok",1
"Bnip3l-ps",1
"Rtl8c",1
"Gm6428",1
"Gm8319",1
"Gm13430",1
"Rps7-ps3",1
"Gm13414",1
"Atp5pb",1
"Rex1bd",1
"Snrpert",1
"Ramac",1
"Tmed10-ps",1
"Gm16374",1
"Gpi-ps",1
"Gm19366",1
"Ndufa12-ps",1
"Rab7-ps1",1
"Mcub",1
"Gm14434",1
"Gm17241",1
"Gm12366",1
"Gm6311",1
"Gm6139",1
"Rpl19-ps7",1
"Mcrip1",1
"Rpl17-ps9",1
"Gm10163",1
"Gm47441",1
"Septin7",1
"Gm14536",1
"Gm13577",1
"Gm15027",1
"Gm6581",1
"Mir5128",1
"Rps2-ps8",1
"Ptges3-ps",1
"Micos13",1
"Mir684-2",1
"Gm7432",1
"Gm10257",1
"Naxe",1
"Gm9349",1
"Trir",1
"Gm5802",1
"Vps28",1
"Hadhb-ps",1
"H1f2",1
"Gm3851",1
"Gm20568",1
"Ciao2b",1
"Gm11353",1
"Gm16385",1
"Gm8172",1
"Gm12344",1
"Gng5-ps",1
"Gm4332",1
"Nudc-ps1",1
"Gm10259",1
"Ppp1r2-ps1",1
"Pip4p2",1
"Rpl31-ps9",1
"Gm13841",1
"Rps13-ps4",1
"Gm21178",1
"Gm14648",1
"Rtf2",1
"Gm11702",1
"Mir703",1
"Gm20369",1
"Micos10",1
"Gm15267",1
"Gm43655",1
"Gm6532",1
"Gm8971",1
"Capza1-ps1",1
"Gm15365",1
"Gm7232",1
"Tsg101-ps",1
"Supt4b",1
"Gm10120",1
"Gm12435",1
"Rtl8a",1
"Gm7143",1
"Hspe1-rs1",1
"Uba52-ps",1
"Gm6204",1
"Ufd1",1
"Gm5586",1
"Rps19-ps1",1
"Gm5917",1
"Gm3744",1
"Gm17819",1
"Epb41l3",1
"Rpl6l",1
"Gm7730",1
"Faap20",1
"Aopep",1
"Gm5582",1
"Gm45855",1
"Gm13342",1
"Ubl4a",1
"Gm8226",1
"Gm13192",1
"Rpl7a-ps11",1
"Gm5641",1
"Tle5",1
"Rpl30-ps8",1
"Prxl2b",1
"Gm48789",1
"Gm14036",1
"Fth1-ps",1
"Selenom",1
"Gm17018",1
"Gm2541",1
"Fkbp1a-ps1",1
"Idi1-ps1",1
"Tmem223",1
"Gm13182",1
"Gm7206",1
"Sem1",1
"Gm10154",1
"Gm16209",1
"Gm4835",1
"Ndufs6b",1
"Gm5456",1
"Nbdy",1
"Gm50167",1
"Gm9619",1
"Gm5527",1
"Bmerb1",1
"Eef1akmt1",1
"Gm2225",1
"Gm6789",1
"Prelid3b",1
"Gm9616",1
"Gm8451",1
"Gm48610",1
"Rpl30-ps1",1
"Gm37164",1
"Gm35857",1
"Gm10420",1
"Rtl8b",1
"Gm43712",1
"Gm5830",1
"Trarg1",1
"Gm10095",1
"Washc4",1
"Marchf2",1
"Ldhb-ps",1
"Gm4342",1
"Gm5940",1
"Gm6375",1
"Gm2999",1
"Gm16409",1
"Rnps1-ps",1
"Gm4045",1
"Gm18541",1
"Gm8099",1
"Ric8a",1
"Gm2573",1
"Gm6829",1
"Gm50041",1
"Gm9118",1
"Gm5879",1
"Gm10060",1
"Gm7172",1
"Gm12226",1
"Gm49326",1
"Gm11249",1
"Pgk1-ps1",1
"Trmt112-ps1",1
"Gm43008",1
"Marchf5",1
"Gm15432",1
"C9orf72",1
"Gm1943",1
"Mindy3",1
"Gm14414",1
"Gm7591",1
"Gm14200",1
"Gm2387",1
"Mtln",1
"Gm6736",1
"Rps8-ps2",1
"Rpl7-ps7",1
"Srsf3-ps",1
"Rps18-ps1",1
"Gm5521",1
"Taf9-ps",1
"Ero1a",1
"Gm13685",1
"Selenos",1
"Gm12138",1
"Gm19810",1
"Gm20091",1
"Ppp1ccb",1
"Gm7600",1
"Srp54c",1
"Gm49933",1
"Rack1",1
"AC159819.1",1
"4933416I08Rik",1
"Gm49980",1
"Sms-ps",1
"Rps12-ps9",1
"Prdx2-ps1",1
"Rpl36-ps12",1
"Ciao2a",1
"Gm20075",1
"Gm10029",1
"Tmem41b-ps",1
"Gm21860",1
"Gm9299",1
"Gm7688",1
"Gm4575",1
"Gm6070",1
"Hmga1b",1
"Gm46209",1
"Gm7407",1
"Gm5937",1
"Gm13488",1
"Gm5425",1
"Plpp1",1
"Gm46610",1
"Gm7832",1
"Gm13007",1
"Gm43110",1
"Actr3-ps",1
"Gm12922",1
"Mrpl27-ps",1
"Gm6192",1
"Gm2614",1
"Gm50045",1
"Rpl5-ps2",1
"Rpl32l",1
"Pgap4",1
"Selenot",1
"Gm35781",1
"Gm7803",1
"Gm17045",1
"Gm48016",1
"Fmc1",1
"Gm20186",1
"Mindy1",1
"Gm49207",1
"Borcs8",1
"Gm5865",1
"Gm49678",1
"Selenoh",1
"Gm9512",1
"Gm7476",1
"Gm26138",1
"Get1",1
"Gm6394",1
"Fam177a2",1
"Gm21748",1
"Btf3-ps4",1
"Gm48088",1
"Gfus",1
"Gm19209",1
"Get3",1
"Gm6749",1
"Gm9354",1
"Gm6278",1
"Gm19486",1
"Smim26",1
"Prxl2a",1
"Eola1",1
"Gm5842",1
"Gm16477",1
"Gm50432",1
"AI506816",1
"Hikeshi",1
"Gm25432",1
"Gm12091",1
"Gm44419",1
"Nsa2-ps1",1
"Gm8524",1
"Selenok-ps6",1
"Gm48909",1
"Phf24",1
"Impdh2-ps",1
"Gm6254",1
"Gm15235",1
"Rmc1",1
"Vps26c",1
"Dmac1",1
"Gm20570",1
"Gm7252",1
"Gm6252",1
"Gm9104",1
"Gm7429",1
"Gm12112",1
"Svbp",1
"Gm5853",1
"Gm4928",1
"Tmem179b",1
"Esd-ps",1
"Gm8991",1
"Gm7977",1
"Gm20545",1
"Gm18101",1
"Gm5469",1
"Alkal2",1
"Gm47021",1
"Gm46577",1
"Gm11687",1
"Gm2710",1
"Ndufaf8",1
"Dennd10",1
"Gm4852",1
"Gm6161",1
"Dmac2l",1
"Rpl38-ps1",1
"Rps13-ps5",1
"Gm6988",1
"Rps19-ps7",1
"Gm5451",1
"Etfrf1",1
"Cavin3",1
"Gm37009",1
"Gm5552",1
"Gm18736",1
"Gm7868",1
"Naxd",1
"Nipsnap2",1
"Gm2147",1
"Clcn4",1
"Ss18l2",1
"Paxx",1
"Gm17786",1
"Rps8-ps5",1
"Gm11930",1
"Iftap",1
"Retreg2",1
"Gm6397",1
"Gm47655",1
"Gm5075",1
"Gm4938",1
"Gm7368",1
"Borcs5",1
"Gm5823",1
"Mettl26",1
"Cybc1",1
"Gm9386",1
"Gm5855",1
"Rpl27a-ps4",1
"Chmp1b",1
"Gm48042",1
"Gm43587",1
"Tafa1",1
"Gm8623",1
"Odr4",1
"Gm4948",1
"A430103D13Rik",1
"Gm45184",1
"Gm5904",1
"Kifbp",1
"Tubb2a-ps2",1
"Apbb3",1
"Gm10193",1
"Gm7551",1
"Gm43097",1
"Gm3888",1
"Gm6212",1
"Atp6v0c-ps1",1
"Ccn3",1
"Plpp2",1
"Gm15946",1
"Gon7",1
"Rtraf-ps",1
"Gm5561",1
"Atp5md",1
"Vps35l",1
"Rbis",1
"Gm7436",1
"Rpsa-ps7",1
"Mtrex",1
"Gm7935",1
"Gm7493",1
"Shisal2a",1
"Gm13669",1
"Septin6",1
"Retreg1",1
"Gm45734",1
"Gm10362",1
"Gm6341",1
"Gm12960",1
"Washc2",1
"A2ml1",1
"Zfp965",1
"Gm44389",1
"Ube2d-ps",1
"Gm7859",1
"Gm9174",1
"Gm10224",1
"Gm11196",1
"Gm49932",1
"Utp4",1
"Gm45660",1
"Gm42977",1
"Cep20",1
"Babam2",1
"Gm3815",1
"Gm11954",1
"Czib",1
"Gm8508",1
"Gm47917",1
"Gm5943",1
"Gm11449",1
"Gm10290",1
"Hpf1",1
"Gm6997",1
"Gm17222",1
"Gm17121",1
"Polr1h",1
"Sgf29",1
"Gm8717",1
"Gm9701",1
"Gm7926",1
"Gm2981",1
"Sting1",1
"Oga",1
"Zfp973",1
"Entr1",1
"Eef1a1-ps1",1
"Gm17823",1
"Gm13740",1
"Gm48161",1
"Gm17046",1
"Gm6433",1
"Zfp968-ps",1
"Psme3ip1",1
"Gm21769",1
"Pum3",1
"Gm42970",1
"Gm49172",1
"Gm6750",1
"Vps50",1
"Gm37214",1
"Gm10043",1
"Rpl30-ps3",1
"Lnpk",1
"Golm2",1
"Gm10054",1
"Gm6705",1
"Gm14279",1
"Zfp968",1
"Miga1",1
"Gm6474",1
"Rpl36a-ps1",1
"Gm18032",1
"Gm43461",1
"Gm48735",1
"Gm10182",1
"Rpsa-ps1",1
"Gm4786",1
"Gm7623",1
"Gm9826",1
"Gm9057",1
"Gm8565",1
"Gm43096",1
"Gm45509",1
"Mrpl58",1
"Rtraf",1
"Zfp967",1
"Gm6740",1
"Gm13642",1
"Ncoa4-ps",1
"Gm17387",1
"Rpsa-ps9",1
"Gm15796",1
"Gm7042",1
"Gm8539",1
"Tmem185a",1
"Gm43028",1
"Eef1akmt2",1
"4930527F14Rik",1
"Fam174c",1
"Gm47724",1
"Borcs7",1
"Gm10357",1
"Gm11652",1
"Gm11007",1
"Gm32256",1
"Ccnq",1
"Gm15452",1
"Gm9238",1
"Gm5512",1
"Zfp971",1
"Gm29374",1
"Pacc1",1
"Gm7802",1
"Gm8518",1
"Gm8942",1
"Gm13215",1
"Gm47154",1
"Gm15526",1
"Gm4130",1
"Mdfic2",1
"Gm7543",1
"Rpl17-ps4",1
"Gm32899",1
"Gm14383",1
"Rpl21-ps6",1
"Gm15899",1
"Gpat4",1
"Gm47750",1
"Gm9247",1
"Niban2",1
"Gm12816",1
"Gm4739",1
"Gm8253",1
"Washc5",1
"Gm20430",1
"Gm43471",1
"Gm7511",1
"Cibar1",1
"Dipk1b",1
"Gm6052",1
"Gm12331",1
"Gm42566",1
"H4c8",1
"Selenok-ps4",1
"Gm13998",1
"Mars1",1
"Gm6552",1
"Gm7468",1
"Gm46379",1
"Gm42164",1
"Gm8960",1
"Gm6286",1
"Bud23",1
"Rps2-ps5",1
"Selenok-ps8",1
"Gm19945",1
"Gm2077",1
"Gm7392",1
"Eipr1",1
"Gm15483",1
"Ptpa",1
"Rps12-ps4",1
"Gm5869",1
"Gm10722",1
"Gm17048",1
"Gm2534",1
"Gm4482",1
"Gm9523",1
"Gm6978",1
"Gm4963",1
"Gm8292",1
"Gm6430",1
"Marchf6",1
"Gm49698",1
"Gm44044",1
"Gm9269",1
"Gm14513",1
"Gm18646",1
"Gm7908",1
"Marchf11",1
"Gm39469",1
"Gm9083",1
"Gm6916",1
"Mir8099-2",1
"Tafa4",1
"Gm6363",1
"Gm6477",1
"Washc3",1
"Gm43980",1
"Gm45251",1
"Gm8556",1
"Gm10355",1
"Gm7482",1
"Gm5619",1
"Prkcz2",1
"Gatd1",1
"H2bc8",1
"5330431K02Rik",1
"Kmt5a",1
"Dubr",1
"Gm38261",1
"Rpl10-ps2",1
"Gm15151",1
"Gm37758",1
"Gm43057",1
"Grk2",1
"Cep43",1
"Gm5",1
"Arpin",1
"Gm2805",1
"Pip4p1",1
"Gm12418",1
"Gm7993",1
"Gm13921",1
"Gm12261",1
"Gm8520",1
"Gm6501",1
"Gm12013",1
"Gm42845",1
"Prxl2c",1
"Brd3os",1
"Gm50357",1
"Septin8",1
"Hnrnpa1l2-ps2",1
"Gm7459",1
"Gm49105",1
"Gm42031",1
"Gm10717",1
"Mtres1",1
"Mrto4-ps2",1
"Fam234b",1
"Gm12906",1
"Rps15-ps3",1
"LTO1",1
"Mid1-ps1",1
"Rpl21-ps10",1
"Hdac1-ps",1
"Gm15616",1
"Plpp7",1
"Gm45162",1
"Gm6745",1
"Gm15785",1
"Gm47163",1
"Gm8712",1
"Rps2-ps11",1
"Ecpas",1
"Eif4a3l2",1
"Gm4833",1
"Nectin2",1
"Rpl31-ps14",1
"Rida",1
"Gm11793",1
"Gm5821",1
"Gm16199",1
"Gm12568",1
"Sinhcaf",1
"Slc49a4",1
"Gm43521",1
"Gm11168",1
"Zfp970",1
"Plpp5",1
"Gm12389",1
"Bpnt2",1
"Gm47820",1
"Rps11-ps4",1
"Gm17349",1
"Gm8880",1
"Septin11",1
"Gm5621",1
"Fbh1",1
"Gm5452",1
"Gm47240",1
"Gm21738",1
"Gm29667",1
"Gm12362",1
"E330032C10Rik",1
"Gm8663",1
"Gm7285",1
"Zfp982",1
"Gm8775",1
"Gm15516",1
"Fam8a1",1
"Cfap300",1
"Dync2i2",1
"Cox20b",1
"Gm48690",1
"Utp11",1
"Gm9711",1
"Gm46620",1
"Gm29718",1
"Gm17709",1
"Shld1",1
"Gm8515",1
"H2az2",1
"Ess2",1
"Flvcr1",1
"Gm12778",1
"Gm30738",1
"Selenok-ps1",1
"Mrm3",1
"D130009I18Rik",1
"Erg28",1
"Gm44639",1
"Gm4798",1
"Rpl21-ps12",1
"Gm14049",1
"Abraxas2",1
"Gm35638",1
"Gm49328",1
"Ilrun",1
"Gm3170",1
"Cyrib",1
"Gm2367",1
"H2bc13",1
"Rpl7-ps9",1
"Ints11",1
"Gm2996",1
"Gm5854",1
"Gm10916",1
"Gm44267",1
"Gm49769",1
"Gm5473",1
"Gm6308",1
"Plpbp",1
"Tpi-rs10",1
"Gm44429",1
"Mesd",1
"Gm43376",1
"Gm11955",1
"Gm10297",1
"Gm7324",1
"Slc66a1",1
"Gm12734",1
"Gm7774",1
"Gm6755",1
"Gm20300",1
"Gm11843",1
"Ddx39a",1
"Mrto4-ps1",1
"Gm5981",1
"Gm10719",1
"Gm29721",1
"Gm3348",1
"Gm49329",1
"Gm45588",1
"Gm47251",1
"Marchf7",1
"Gm50083",1
"Gm29770",1
"Gm10801",1
"Gm18293",1
"Gm9703",1
"Gm10126",1
"Zfp991",1
"Zfp993",1
"Gm3219",1
"Gm43836",1
"Gm4356",1
"Relch",1
"Gm42732",1
"Zfas1",1
"Gm9391",1
"CT010467.1",1
"Selenok-ps5",1
"Gm11991",1
"Gm8849",1
"Cnot9",1
"Timm29",1
"Gm47595",1
"Gm49327",1
"Gm17938",1
"Gm6392",1
"Gm32687",1
"Cfap410",1
"Gm6285",1
"Gm9712",1
"Gm46546",1
"Lipo3",1
"Gm44509",1
"Gm18584",1
"Fam91a1",1
"Dynlt2b",1
"Gm5492",1
"Ciao3",1
"Mindy2",1
"Rxylt1",1
"Fam241b",1
"Gm37670",1
"Maco1",1
"Gm8130",1
"Armh4",1
"Tafa5",1
"Hdgfl2",1
"Gm6722",1
"Gm19196",1
"C78859",1
"Gm8934",1
"Gm10718",1
"H2bc11",1
"Gm48667",1
"Tdg-ps",1
"Gm11008",1
"Cenpx",1
"Snhg10",1
"Gm43247",1
"Gm7072",1
"Gm10268",1
"Gm42634",1
"Gm42605",1
"Gm7422",1
"Gm43305",1
"Gm20768",1
"Gm29773",1
"Gm18194",1
"Adprs",1
"Mmut",1
"Gm13123",1
"Gm4535",1
"H2ax",1
"Gm46203",1
"Gm6992",1
"Gm8543",1
"Gm49336",1
"Gm20786",1
"Ndufa11b",1
"Zfp995",1
"Gm14706",1
"Gm6813",1
"Gm13545",1
"Bclaf3",1
"Gm5276",1
"Gm46649",1
"4833415N18Rik",1
"Gm5913",1
"Coa8",1
"Gm9182",1
"Gm45380",1
"Gm4939",1
"Epb41l4a",1
"Rpsa-ps12",1
"Gm6266",1
"Gm8652",1
"Gm49760",1
"Nop53",1
"Gm15793",1
"Uqcrh-ps2",1
"Gm38157",1
"Mfsd14b",1
"Gm13077",1
"Nsrp1",1
"Septin3",1
"Rps12-ps24",1
"Hdhd5",1
"Gm6296",1
"Gm6035",1
"Gm8137",1
"Gm8264",1
"Gm5500",1
"Gm16373",1
"Gm38574",1
"Gm8158",1
"Gm8112",1
"Gm19243",1
"Gm9078",1
"Gm4995",1
"Rpl21-ps11",1
"Gm7413",1
"Gm37371",1
"B230311B06Rik",1
"Gm42573",1
"Uqcrh-ps1",1
"Gm13237",1
"Gm7870",1
"Gm9894",1
"Gm45080",1
"Rpl7a-ps10",1
"Faap24",1
"Gm32536",1
"Gm11224",1
"Csnk2a1-ps3",1
"Gm47128",1
"Gm6450",1
"Gm37167",1
"Gm49701",1
"Gm15981",1
"Gm42429",1
"Gm13301",1
"Saa3",1
"Jpt2",1
"Gm37065",1
"Gm42971",1
"Gm6402",1
"Elp1",1
"Oip5os1",1
"Gm6060",1
"Eef2-ps2",1
"Gm15596",1
"6330415B21Rik",1
"Gm5881",1
"Gm31831",1
"Gm4754",1
"Gm49883",1
"Selenoi",1
"Gm10913",1
"Gm5152",1
"Gm6109",1
"Gm13743",1
"D9Wsu149",1
"C030017B01Rik",1
"Riox2",1
"Gm44380",1
"Gm5265",1
"Gm50375",1
"Gm42814",1
"Gm37308",1
"Gm12444",1
"Gm14165",1
"Rbm8a2",1
"Prkn",1
"Gm8722",1
"Gm18025",1
"Gm13578",1
"Gm12933",1
"Gm49494",1
"Zfp950",1
"Elapor2",1
"Gm12168",1
"Tmem131l",1
"Gm5576",1
"Gm47135",1
"Gm14221",1
"Gm14730",1
"Gm5446",1
"Gm8041",1
"Zfp984",1
"Gm53040",1
"Mtarc2",1
"Tlcd4",1
"Platr25",1
"Gm11585",1
"Gm13181",1
"Gm48153",1
"Gm29787",1
"Gm9134",1
"Gm43590",1
"Gm6758",1
"Gm38226",1
"Gm6352",1
"Mfsd14a",1
"Gm12807",1
"Gm48151",1
"Rps11-ps3",1
"Gm4316",1
"Gm6314",1
"Gm37375",1
"Gm45405",1
"Gm14336",1
"Khdc4",1
"Rps12-ps13",1
"Gm4374",1
"Gm37385",1
"Gm3365",1
"Eloa",1
"Gm3565",1
"Rps12-ps14",1
"H2bc22",1
"Rps12-ps15",1
"Gm12704",1
"Gm44286",1
"Gm9333",1
"Igip",1
"Rps12-ps16",1
"Lncpint",1
"Hdgfl3",1
"Rps12-ps11",1
"Rps12-ps12",1
"H2aj",1
"Gm7464",1
"Obi1",1
"Gm10721",1
"Gm7059",1
"Togaram1",1
"Gm6681",1
"Rps12-ps6",1
"Gm7390",1
"H2aw",1
"Rps12-ps18",1
"Gm47283",1
"Gm43798",1
"Gm6218",1
"Rps12-ps17",1
"Gm13612",1
"Gm49708",1
"Spout1",1
"Gm39090",1
"Ppp4r3b",1
"Gm11599",1
"Smarce1-ps1",1
"Gm13675",1
"Gm9290",1
"Nat8f1",1
"Gm12987",1
"Gm29084",1
"Gm3435",1
"Gm6724",1
"Gm46350",1
"Gm4478",1
"Gm7258",1
"Plppr2",1
"Gm44126",1
"Wdcp",1
"Gm16200",1
"Gm11824",1
"Gm32885",1
"Cenps",1
"Stn1",1
"Gm43444",1
"Cbarp",1
"Gm13815",1
"Fam234a",1
"C030017G13Rik",1
"Gm49867",1
"Plpp3",1
"Gm13352",1
"Gm17936",1
"Mfsd13a",1
"Gm43322",1
"Gm42428",1
"Gm6964",1
"Mrip-ps",1
"Gm49017",1
"Gm47681",1
"Prmt9",1
"Tdg-ps2",1
"Nsd2",1
"Pcnx4",1
"Gm49739",1
"Olfr482",1
"Gm45850",1
"Nectin3",1
"Ct55",1
"Cert1",1
"Gm9514",1
"Rpl7-ps8",1
"Adam2",1
"Gm3940",1
"Rpl7a-ps7",1
"Gm13529",1
"Gm8326",1
"Gm9202",1
"Gm5064",1
"Gm47598",1
"Gm7895",1
"Gm38047",1
"Gm42047",1
"Gm15466",1
"Gm7253",1
"Gm9276",1
"Rubcn",1
"Gm48275",1
"Tmem268",1
"Gm42517",1
"Glud-ps",1
"Gm47446",1
"Dmac2",1
"Rbpj-ps3",1
"Rab5if",1
"Sprr2i",1
"Gm7434",1
"Gm28883",1
"Gm9067",1
"Ero1b",1
"Gm7318",1
"Gm15790",1
"Rpl21-ps7",1
"Gm35501",1
"Mrm2",1
"Gsdme",1
"Gm45640",1
"Gm47586",1
"Gm8277",1
"Gm52999",1
"Gm6913",1
"Gm17828",1
"Gm8983",1
"Rps2-ps7",1
"Gm21953",1
"Gm4742",1
"Gm5597",1
"Gm12755",1
"Zfp969",1
"Ripor1",1
"Ints14",1
"Epb41",1
"Gm2446",1
"5730480H06Rik",1
"Gm17794",1
"Naa80",1
"Gm14753",1
"Gm12460",1
"Slf1",1
"Gm9347",1
"Lins1",1
"Gk",1
"Gm4587",1
"Zfp24",1
"Gm9115",1
"Rps7-ps2",1
"Gm12337",1
"Gm44180",1
"Gm48513",1
"Gm12944",1
"Gm39459",1
"Gm9237",1
"Gm8317",1
"Gm17258",1
"H2bc12",1
"Gm16471",1
"Mettl27",1
"H2bu2",1
"Gm7748",1
"Gm49330",1
"Gm14398",1
"Spring1",1
"Gm7860",1
"Gm20008",1
"Gm50422",1
"Gm5503",1
"Gm46522",1
"Prune1",1
"Gm33882",1
"Gm2965",1
"Gm34583",1
"Gm8930",1
"Gm50006",1
"Rpl19-ps6",1
"Gm47942",1
"Gm8702",1
"Gm20147",1
"Gm6087",1
"Gm13167",1
"Gm46542",1
"Gm45351",1
"Tut7",1
"Gm18860",1
"Gm46430",1
"Gm50381",1
"Gm13902",1
"Epb41l4aos",1
"Gm6937",1
"Gm16335",1
"Marchf4",1
"Csrp3",1
"H2bc7",1
"Gm5191",1
"Gm28530",1
"Gm8181",1
"Large1",1
"Gm2436",1
"Gapdh-ps14",1
"Pcdhga12",1
"Galnt17",1
"Gm20386",1
"Gm6702",1
"Rpl27-ps2",1
"Gm31305",1
"Antkmt",1
"Gm46312",1
"Gm10088",1
"Gml",1
"Gm36501",1
"Gm18899",1
"Gm47201",1
"Gm5967",1
"Gm14639",1
"Tlcd3b",1
"Mosmo",1
"Gm13232",1
"Rpl34-ps2",1
"Gm6883",1
"Gm4815",1
"Gm2412",1
"Mindy4b-ps",1
"Pgap6",1
"Gm20274",1
"Gm2395",1
"Wapl",1
"Gm9431",1
"Rpl15-ps5",1
"Gm5920",1
"Gm38099",1
"Gm9407",1
"Gm13831",1
"Marchf8",1
"Gm37070",1
"Gm47797",1
"Gm7299",1
"Gm7241",1
"Gm40264",1
"Gm47593",1
"Gm14373",1
"Gm49138",1
"Jhy",1
"Gm6439",1
"Usf2-ps1",1
"Rpl31-ps10",1
"Gm28911",1
"Mrnip",1
"Gm27010",1
"Gm14138",1
"Gm40466",1
"Noct",1
"Gm50174",1
"Gm43138",1
"H4c9",1
"Gm3160",1
"Aldoa-ps4",1
"Gm21742",1
"Rnf227",1
"Gm21926",1
"Gm7561",1
"Gm9224",1
"Dct",1
"Gm13121",1
"Gm13252",1
"9030025P20Rik",1
"Gm16216",1
"Gm12891",1
"Dop1b",1
"Gm13864",1
"Entpd4b",1
"Gm13450",1
"Gm7818",1
"Gm12622",1
"Gm11675",1
"Gm3148",1
"Gm47134",1
"Gm8288",1
"Gm15429",1
"Prr9",1
"Gpx4-ps1",1
"Gm5626",1
"Zfp966",1
"1700017M07Rik",1
"Hmgb1-rs17",1
"Gm48267",1
"Bicdl1",1
"Gcn1",1
"Gm6929",1
"Zfp979",1
"Gm11759",1
"Gm18949",1
"Gm8162",1
"Gm46142",1
"Gm7733",1
"Cfap298",1
"Gm5735",1
"Rpl21-ps14",1
"Rpsa-ps5",1
"Gm42973",1
"Cmc4",1
"Gm9480",1
"Gm36684",1
"Efl1",1
"Gm49914",1
"Calhm5",1
"Tlcd3a",1
"Gm6177",1
"Gm13379",1
"Gm34432",1
"Gm49756",1
"Gm48795",1
"Gm49459",1
